Dorm,Appliance,Season,Hour,Month,DayOfWeek,Usage (kWh)
Gillespie Hall,Lamps,Fall,2,10,0,1.23
Village,Kettles,Fall,3,10,0,0.77
Village,Laptops,Fall,4,10,0,1.5
Adams Hall,Cooking Wares,Fall,5,10,0,0.5
Adams Hall,Fans,Fall,6,10,0,0.31
Chu Hall,Fridges,Fall,7,10,0,0.4
Kaplanis Hall,Fans,Fall,8,10,0,1.33
Parker Hall,Laptops,Fall,9,10,0,1.0
Gillespie Hall,Air Conditioners,Fall,10,10,0,2.16
Kaplanis Hall,Laptops,Fall,11,10,0,0.3
Kaplanis Hall,Cooking Wares,Fall,12,10,0,0.7
Parker Hall,Laptops,Fall,13,10,0,1.48
Smith Hall,Lamps,Fall,14,10,0,2.2
Moulton House,Kettles,Fall,15,10,0,0.14
Village,Fans,Fall,16,10,0,1.81
Kaplanis Hall,Phones,Fall,17,10,0,0.49
Kaplanis Hall,Laptops,Fall,18,10,0,2.19
Moulton House,Kettles,Fall,19,10,0,2.92
Village,Fans,Fall,20,10,0,2.78
Gillespie Hall,Cooking Wares,Fall,21,10,0,2.26
Smith Hall,Laptops,Fall,22,10,0,2.15
Moulton House,Fridges,Fall,23,10,0,1.39
Gillespie Hall,Phones,Fall,0,10,1,0.58
Kaplanis Hall,Kettles,Fall,1,10,1,0.55
Parker Hall,Laptops,Fall,2,10,1,1.02
Adams Hall,Laptops,Fall,3,10,1,1.92
Gillespie Hall,Fans,Fall,4,10,1,1.51
Gillespie Hall,Heaters,Fall,5,10,1,0.29
Gillespie Hall,Lamps,Fall,6,10,1,1.69
Gillespie Hall,Kettles,Fall,7,10,1,2.18
Gillespie Hall,Phones,Fall,8,10,1,2.0
Smith Hall,Laptops,Fall,9,10,1,2.05
Moulton House,Air Conditioners,Fall,10,10,1,1.01
Smith Hall,Lamps,Fall,11,10,1,1.25
Parker Hall,Air Conditioners,Fall,12,10,1,0.12
Gillespie Hall,Fans,Fall,13,10,1,0.71
Moulton House,Lamps,Fall,14,10,1,1.84
Smith Hall,Cooking Wares,Fall,15,10,1,2.16
Smith Hall,Laptops,Fall,16,10,1,1.38
Parker Hall,Laptops,Fall,17,10,1,1.52
Gillespie Hall,Phones,Fall,18,10,1,1.53
Smith Hall,Fridges,Fall,19,10,1,0.76
Gillespie Hall,Air Conditioners,Fall,20,10,1,2.74
Parker Hall,Cooking Wares,Fall,21,10,1,3.08
Moulton House,Lamps,Fall,22,10,1,1.12
Gillespie Hall,Laptops,Fall,23,10,1,2.07
Kaplanis Hall,Air Conditioners,Fall,0,10,2,1.01
Chu Hall,Fridges,Fall,1,10,2,1.78
Moulton House,Heaters,Fall,2,10,2,0.92
Parker Hall,Fridges,Fall,3,10,2,1.17
Kaplanis Hall,Lamps,Fall,4,10,2,1.68
Kaplanis Hall,Lamps,Fall,5,10,2,1.34
Smith Hall,Heaters,Fall,6,10,2,1.77
Kaplanis Hall,Fans,Fall,7,10,2,0.15
Gillespie Hall,Kettles,Fall,8,10,2,1.67
Adams Hall,Cooking Wares,Fall,9,10,2,0.39
Gillespie Hall,Air Conditioners,Fall,10,10,2,1.74
Moulton House,Lamps,Fall,11,10,2,0.32
Smith Hall,Fans,Fall,12,10,2,1.39
Chu Hall,Phones,Fall,13,10,2,1.61
Parker Hall,Air Conditioners,Fall,14,10,2,0.98
Gillespie Hall,Heaters,Fall,15,10,2,1.78
Gillespie Hall,Fans,Fall,16,10,2,0.68
Village,Phones,Fall,17,10,2,0.5
Parker Hall,Fridges,Fall,18,10,2,0.91
Gillespie Hall,Laptops,Fall,19,10,2,1.78
Adams Hall,Heaters,Fall,20,10,2,2.71
Parker Hall,Heaters,Fall,21,10,2,1.76
Adams Hall,Lamps,Fall,22,10,2,0.42
Smith Hall,Fans,Fall,23,10,2,1.21
Kaplanis Hall,Phones,Fall,0,10,3,0.71
Smith Hall,Kettles,Fall,1,10,3,0.75
Parker Hall,Cooking Wares,Fall,2,10,3,0.63
Adams Hall,Phones,Fall,3,10,3,0.32
Chu Hall,Air Conditioners,Fall,4,10,3,1.01
Smith Hall,Phones,Fall,5,10,3,1.86
Parker Hall,Cooking Wares,Fall,6,10,3,0.69
Gillespie Hall,Kettles,Fall,7,10,3,2.08
Adams Hall,Cooking Wares,Fall,8,10,3,1.14
Gillespie Hall,Phones,Fall,9,10,3,2.11
Smith Hall,Lamps,Fall,10,10,3,1.84
Parker Hall,Lamps,Fall,11,10,3,1.96
Kaplanis Hall,Cooking Wares,Fall,12,10,3,2.17
Parker Hall,Cooking Wares,Fall,13,10,3,1.06
Moulton House,Heaters,Fall,14,10,3,1.61
Gillespie Hall,Phones,Fall,15,10,3,1.28
Kaplanis Hall,Fridges,Fall,16,10,3,1.72
Adams Hall,Air Conditioners,Fall,17,10,3,2.08
Smith Hall,Cooking Wares,Fall,18,10,3,1.05
Gillespie Hall,Fridges,Fall,19,10,3,1.07
Chu Hall,Laptops,Fall,20,10,3,3.03
Adams Hall,Kettles,Fall,21,10,3,2.32
Smith Hall,Lamps,Fall,22,10,3,0.55
Kaplanis Hall,Kettles,Fall,23,10,3,1.93
Moulton House,Fridges,Fall,0,10,4,2.05
Smith Hall,Fridges,Fall,1,10,4,0.74
Chu Hall,Cooking Wares,Fall,2,10,4,0.68
Village,Air Conditioners,Fall,3,10,4,1.72
Kaplanis Hall,Kettles,Fall,4,10,4,0.3
Parker Hall,Phones,Fall,5,10,4,2.04
Village,Lamps,Fall,6,10,4,2.19
Parker Hall,Phones,Fall,7,10,4,0.82
Smith Hall,Kettles,Fall,8,10,4,1.7
Smith Hall,Kettles,Fall,9,10,4,0.32
Moulton House,Fans,Fall,10,10,4,1.78
Smith Hall,Lamps,Fall,11,10,4,1.13
Village,Phones,Fall,12,10,4,1.47
Moulton House,Kettles,Fall,13,10,4,1.3
Parker Hall,Cooking Wares,Fall,14,10,4,0.49
Adams Hall,Heaters,Fall,15,10,4,1.1
Chu Hall,Fans,Fall,16,10,4,0.18
Smith Hall,Heaters,Fall,17,10,4,0.68
Adams Hall,Laptops,Fall,18,10,4,1.05
Parker Hall,Kettles,Fall,19,10,4,1.5
Village,Lamps,Fall,20,10,4,2.99
Kaplanis Hall,Heaters,Fall,21,10,4,2.39
Kaplanis Hall,Heaters,Fall,22,10,4,2.7
Smith Hall,Laptops,Fall,23,10,4,1.5
Smith Hall,Laptops,Fall,0,10,5,2.02
Parker Hall,Heaters,Fall,1,10,5,0.45
Chu Hall,Cooking Wares,Fall,2,10,5,1.03
Smith Hall,Laptops,Fall,3,10,5,1.24
Village,Laptops,Fall,4,10,5,0.96
Parker Hall,Lamps,Fall,5,10,5,1.05
Gillespie Hall,Phones,Fall,6,10,5,0.5
Moulton House,Air Conditioners,Fall,7,10,5,2.13
Smith Hall,Phones,Fall,8,10,5,2.06
Adams Hall,Kettles,Fall,9,10,5,0.75
Kaplanis Hall,Air Conditioners,Fall,10,10,5,0.31
Adams Hall,Lamps,Fall,11,10,5,0.73
Moulton House,Fridges,Fall,12,10,5,1.48
Adams Hall,Laptops,Fall,13,10,5,1.14
Chu Hall,Cooking Wares,Fall,14,10,5,0.71
Kaplanis Hall,Laptops,Fall,15,10,5,1.47
Parker Hall,Heaters,Fall,16,10,5,0.98
Smith Hall,Fans,Fall,17,10,5,1.34
Chu Hall,Air Conditioners,Fall,18,10,5,2.86
Chu Hall,Fridges,Fall,19,10,5,0.93
Adams Hall,Fans,Fall,20,10,5,2.15
Adams Hall,Fridges,Fall,21,10,5,0.75
Moulton House,Cooking Wares,Fall,22,10,5,1.9
Chu Hall,Phones,Fall,23,10,5,0.72
Kaplanis Hall,Laptops,Fall,0,10,6,0.15
Moulton House,Phones,Fall,1,10,6,0.7
Parker Hall,Fans,Fall,2,10,6,0.12
Kaplanis Hall,Phones,Fall,3,10,6,1.34
Smith Hall,Kettles,Fall,4,10,6,1.52
Smith Hall,Kettles,Fall,5,10,6,0.73
Gillespie Hall,Cooking Wares,Fall,6,10,6,0.8
Parker Hall,Heaters,Fall,7,10,6,0.67
Adams Hall,Fridges,Fall,8,10,6,1.48
Smith Hall,Phones,Fall,9,10,6,1.83
Gillespie Hall,Cooking Wares,Fall,10,10,6,1.27
Adams Hall,Heaters,Fall,11,10,6,1.54
Kaplanis Hall,Cooking Wares,Fall,12,10,6,0.71
Adams Hall,Heaters,Fall,13,10,6,0.35
Kaplanis Hall,Kettles,Fall,14,10,6,1.61
Chu Hall,Cooking Wares,Fall,15,10,6,0.96
Smith Hall,Lamps,Fall,16,10,6,0.97
Village,Phones,Fall,17,10,6,1.35
Smith Hall,Kettles,Fall,18,10,6,2.67
Village,Fans,Fall,19,10,6,0.61
Smith Hall,Fridges,Fall,20,10,6,1.61
Moulton House,Air Conditioners,Fall,21,10,6,3.18
Smith Hall,Phones,Fall,22,10,6,0.41
Parker Hall,Air Conditioners,Fall,23,10,6,0.45
Village,Cooking Wares,Fall,0,10,0,0.76
Moulton House,Lamps,Fall,1,10,0,0.32
Kaplanis Hall,Lamps,Fall,2,10,0,2.06
Moulton House,Kettles,Fall,3,10,0,1.34
Smith Hall,Heaters,Fall,4,10,0,1.01
Chu Hall,Heaters,Fall,5,10,0,1.77
Adams Hall,Cooking Wares,Fall,6,10,0,0.28
Kaplanis Hall,Kettles,Fall,7,10,0,1.94
Kaplanis Hall,Kettles,Fall,8,10,0,1.62
Kaplanis Hall,Phones,Fall,9,10,0,1.35
Village,Laptops,Fall,10,10,0,1.14
Village,Laptops,Fall,11,10,0,1.51
Moulton House,Laptops,Fall,12,10,0,1.85
Adams Hall,Phones,Fall,13,10,0,0.37
Moulton House,Air Conditioners,Fall,14,10,0,2.16
Village,Laptops,Fall,15,10,0,2.12
Moulton House,Kettles,Fall,16,10,0,1.17
Smith Hall,Fans,Fall,17,10,0,1.3
Moulton House,Heaters,Fall,18,10,0,2.23
Parker Hall,Lamps,Fall,19,10,0,2.13
Village,Air Conditioners,Fall,20,10,0,2.61
Moulton House,Kettles,Fall,21,10,0,1.97
Parker Hall,Kettles,Fall,22,10,0,1.12
Parker Hall,Heaters,Fall,23,10,0,1.59
Moulton House,Lamps,Fall,0,10,1,1.77
Kaplanis Hall,Heaters,Fall,1,10,1,0.13
Gillespie Hall,Air Conditioners,Fall,2,10,1,0.87
Smith Hall,Kettles,Fall,3,10,1,2.06
Moulton House,Air Conditioners,Fall,4,10,1,1.23
Kaplanis Hall,Fans,Fall,5,10,1,1.04
Parker Hall,Air Conditioners,Fall,6,10,1,0.96
Gillespie Hall,Fans,Fall,7,10,1,1.09
Kaplanis Hall,Phones,Fall,8,10,1,1.67
Kaplanis Hall,Heaters,Fall,9,10,1,1.65
Parker Hall,Air Conditioners,Fall,10,10,1,0.12
Chu Hall,Kettles,Fall,11,10,1,0.23
Kaplanis Hall,Fans,Fall,12,10,1,0.66
Parker Hall,Cooking Wares,Fall,13,10,1,0.33
Village,Air Conditioners,Fall,14,10,1,0.88
Smith Hall,Heaters,Fall,15,10,1,1.57
Gillespie Hall,Fridges,Fall,16,10,1,2.17
Moulton House,Laptops,Fall,17,10,1,1.19
Parker Hall,Fans,Fall,18,10,1,2.8
Moulton House,Fridges,Fall,19,10,1,1.71
Village,Heaters,Fall,20,10,1,2.91
Parker Hall,Phones,Fall,21,10,1,0.43
Chu Hall,Cooking Wares,Fall,22,10,1,0.43
Parker Hall,Fans,Fall,23,10,1,0.98
Village,Fans,Fall,0,10,2,0.59
Moulton House,Air Conditioners,Fall,1,10,2,0.49
Adams Hall,Fans,Fall,2,10,2,0.58
Moulton House,Kettles,Fall,3,10,2,1.43
Village,Lamps,Fall,4,10,2,0.28
Village,Kettles,Fall,5,10,2,1.31
Parker Hall,Lamps,Fall,6,10,2,1.63
Moulton House,Cooking Wares,Fall,7,10,2,1.8
Kaplanis Hall,Cooking Wares,Fall,8,10,2,0.65
Adams Hall,Kettles,Fall,9,10,2,2.11
Parker Hall,Lamps,Fall,10,10,2,2.06
Moulton House,Fridges,Fall,11,10,2,1.06
Moulton House,Lamps,Fall,12,10,2,1.07
Kaplanis Hall,Fridges,Fall,13,10,2,0.87
Kaplanis Hall,Lamps,Fall,14,10,2,0.27
Gillespie Hall,Phones,Fall,15,10,2,0.2
Parker Hall,Kettles,Fall,16,10,2,1.82
Gillespie Hall,Cooking Wares,Fall,17,10,2,0.52
Gillespie Hall,Air Conditioners,Fall,18,10,2,1.9
Gillespie Hall,Lamps,Fall,19,10,2,1.44
Smith Hall,Cooking Wares,Fall,20,10,2,2.43
Gillespie Hall,Lamps,Fall,21,10,2,1.51
Smith Hall,Phones,Fall,22,10,2,1.11
Chu Hall,Fans,Fall,23,10,2,1.29
Kaplanis Hall,Laptops,Fall,0,10,3,0.17
Adams Hall,Fridges,Fall,1,10,3,1.51
Adams Hall,Laptops,Fall,2,10,3,1.66
Moulton House,Kettles,Fall,3,10,3,1.92
Chu Hall,Lamps,Fall,4,10,3,0.8
Adams Hall,Fridges,Fall,5,10,3,2.18
Chu Hall,Lamps,Fall,6,10,3,0.96
Smith Hall,Fans,Fall,7,10,3,1.49
Moulton House,Fridges,Fall,8,10,3,9.3
Adams Hall,Lamps,Fall,9,10,3,1.05
Smith Hall,Kettles,Fall,10,10,3,0.15
Parker Hall,Laptops,Fall,11,10,3,2.15
Smith Hall,Heaters,Fall,12,10,3,0.45
Adams Hall,Lamps,Fall,13,10,3,1.54
Adams Hall,Phones,Fall,14,10,3,0.69
Smith Hall,Fans,Fall,15,10,3,1.7
Chu Hall,Phones,Fall,16,10,3,1.47
Moulton House,Kettles,Fall,17,10,3,1.79
Smith Hall,Fans,Fall,18,10,3,3.04
Village,Kettles,Fall,19,10,3,0.93
Adams Hall,Fans,Fall,20,10,3,3.24
Smith Hall,Fridges,Fall,21,10,3,0.51
Chu Hall,Fridges,Fall,22,10,3,1.09
Village,Cooking Wares,Fall,23,10,3,0.56
Village,Fridges,Fall,0,10,4,2.17
Parker Hall,Cooking Wares,Fall,1,10,4,1.14
Gillespie Hall,Heaters,Fall,2,10,4,0.69
Village,Cooking Wares,Fall,3,10,4,1.57
Parker Hall,Laptops,Fall,4,10,4,2.01
Adams Hall,Phones,Fall,5,10,4,1.32
Village,Cooking Wares,Fall,6,10,4,0.46
Parker Hall,Cooking Wares,Fall,7,10,4,1.07
Village,Phones,Fall,8,10,4,1.23
Chu Hall,Phones,Fall,9,10,4,1.24
Smith Hall,Heaters,Fall,10,10,4,0.35
Village,Fans,Fall,11,10,4,0.65
Chu Hall,Fans,Fall,12,10,4,1.66
Moulton House,Phones,Fall,13,10,4,1.66
Kaplanis Hall,Cooking Wares,Fall,14,10,4,0.35
Chu Hall,Lamps,Fall,15,10,4,1.33
Chu Hall,Fridges,Fall,16,10,4,1.1
Adams Hall,Cooking Wares,Fall,17,10,4,1.09
Kaplanis Hall,Fans,Fall,18,10,4,0.18
Chu Hall,Air Conditioners,Fall,19,10,4,2.06
Chu Hall,Air Conditioners,Fall,20,10,4,0.18
Kaplanis Hall,Laptops,Fall,21,10,4,0.27
Parker Hall,Heaters,Fall,22,10,4,0.33
Kaplanis Hall,Heaters,Fall,23,10,4,1.42
Gillespie Hall,Kettles,Fall,0,10,5,0.39
Village,Heaters,Fall,1,10,5,1.99
Smith Hall,Heaters,Fall,2,10,5,0.38
Moulton House,Fridges,Fall,3,10,5,1.97
Parker Hall,Heaters,Fall,4,10,5,0.74
Smith Hall,Lamps,Fall,5,10,5,0.64
Smith Hall,Kettles,Fall,6,10,5,1.84
Smith Hall,Kettles,Fall,7,10,5,0.35
Parker Hall,Heaters,Fall,8,10,5,0.29
Village,Air Conditioners,Fall,9,10,5,1.79
Kaplanis Hall,Laptops,Fall,10,10,5,1.62
Moulton House,Kettles,Fall,11,10,5,1.86
Kaplanis Hall,Heaters,Fall,12,10,5,2.17
Chu Hall,Air Conditioners,Fall,13,10,5,0.65
Village,Air Conditioners,Fall,14,10,5,0.96
Village,Fans,Fall,15,10,5,1.23
Village,Kettles,Fall,16,10,5,1.24
Moulton House,Cooking Wares,Fall,17,10,5,1.88
Parker Hall,Air Conditioners,Fall,18,10,5,1.32
Chu Hall,Kettles,Fall,19,10,5,0.24
Chu Hall,Lamps,Fall,20,10,5,2.11
Gillespie Hall,Air Conditioners,Fall,21,10,5,2.97
Moulton House,Air Conditioners,Fall,22,10,5,1.33
Adams Hall,Phones,Fall,23,10,5,1.24
Smith Hall,Cooking Wares,Fall,0,10,6,0.4
Smith Hall,Lamps,Fall,1,10,6,2.09
Smith Hall,Lamps,Fall,2,10,6,1.2
Kaplanis Hall,Heaters,Fall,3,10,6,2.11
Smith Hall,Fans,Fall,4,10,6,0.26
Chu Hall,Heaters,Fall,5,10,6,0.12
Moulton House,Phones,Fall,6,10,6,0.63
Gillespie Hall,Cooking Wares,Fall,7,10,6,2.04
Parker Hall,Heaters,Fall,8,10,6,1.43
Parker Hall,Heaters,Fall,9,10,6,0.32
Chu Hall,Air Conditioners,Fall,10,10,6,0.35
Parker Hall,Heaters,Fall,11,10,6,2.12
Parker Hall,Laptops,Fall,12,10,6,0.16
Chu Hall,Cooking Wares,Fall,13,10,6,0.84
Parker Hall,Lamps,Fall,14,10,6,1.56
Chu Hall,Lamps,Fall,15,10,6,0.59
Village,Heaters,Fall,16,10,6,1.49
Chu Hall,Lamps,Fall,17,10,6,0.62
Gillespie Hall,Fridges,Fall,18,10,6,3.07
Moulton House,Cooking Wares,Fall,19,10,6,1.3
Smith Hall,Fridges,Fall,20,10,6,3.13
Kaplanis Hall,Fridges,Fall,21,10,6,0.82
Kaplanis Hall,Heaters,Fall,22,10,6,2.06
Moulton House,Phones,Fall,23,10,6,2.07
Gillespie Hall,Fridges,Fall,0,10,0,0.44
Village,Cooking Wares,Fall,1,10,0,0.63
Kaplanis Hall,Laptops,Fall,2,10,0,1.64
Gillespie Hall,Fridges,Fall,3,10,0,2.03
Village,Lamps,Fall,4,10,0,0.38
Chu Hall,Lamps,Fall,5,10,0,0.7
Village,Fridges,Fall,6,10,0,0.87
Kaplanis Hall,Fridges,Fall,7,10,0,0.35
Kaplanis Hall,Phones,Fall,8,10,0,0.82
Moulton House,Kettles,Fall,9,10,0,2.16
Moulton House,Lamps,Fall,10,10,0,1.89
Gillespie Hall,Phones,Fall,11,10,0,1.23
Smith Hall,Lamps,Fall,12,10,0,1.71
Parker Hall,Fans,Fall,13,10,0,0.96
Kaplanis Hall,Laptops,Fall,14,10,0,1.2
Moulton House,Air Conditioners,Fall,15,10,0,0.27
Gillespie Hall,Lamps,Fall,16,10,0,0.93
Smith Hall,Phones,Fall,17,10,0,0.53
Smith Hall,Fridges,Fall,18,10,0,0.18
Parker Hall,Fans,Fall,19,10,0,0.28
Chu Hall,Heaters,Fall,20,10,0,1.7
Adams Hall,Air Conditioners,Fall,21,10,0,2.69
Adams Hall,Laptops,Fall,22,10,0,2.54
Chu Hall,Heaters,Fall,23,10,0,1.19
Smith Hall,Kettles,Fall,0,10,1,0.35
Adams Hall,Air Conditioners,Fall,1,10,1,0.39
Chu Hall,Fridges,Fall,2,10,1,1.67
Adams Hall,Phones,Fall,3,10,1,1.31
Village,Heaters,Fall,4,10,1,1.35
Smith Hall,Phones,Fall,5,10,1,0.34
Village,Kettles,Fall,6,10,1,2.18
Parker Hall,Fans,Fall,7,10,1,0.28
Adams Hall,Fans,Fall,8,10,1,1.6
Village,Cooking Wares,Fall,9,10,1,0.12
Kaplanis Hall,Lamps,Fall,10,10,1,1.47
Parker Hall,Cooking Wares,Fall,11,10,1,0.39
Parker Hall,Kettles,Fall,12,10,1,1.35
Gillespie Hall,Laptops,Fall,13,10,1,0.82
Parker Hall,Laptops,Fall,14,10,1,1.12
Gillespie Hall,Phones,Fall,15,10,1,0.92
Adams Hall,Lamps,Fall,16,10,1,0.52
Village,Heaters,Fall,17,10,1,1.36
Gillespie Hall,Heaters,Fall,18,10,1,2.01
Parker Hall,Air Conditioners,Fall,19,10,1,0.99
Moulton House,Laptops,Fall,20,10,1,2.41
Moulton House,Phones,Fall,21,10,1,0.63
Gillespie Hall,Fridges,Fall,22,10,1,2.54
Moulton House,Laptops,Fall,23,10,1,1.11
Village,Laptops,Fall,0,10,2,1.63
Chu Hall,Cooking Wares,Fall,1,10,2,0.99
Adams Hall,Kettles,Fall,2,10,2,1.95
Gillespie Hall,Phones,Fall,3,10,2,2.15
Chu Hall,Heaters,Fall,4,10,2,0.2
Moulton House,Fridges,Fall,5,10,2,2.14
Moulton House,Lamps,Fall,6,10,2,0.78
Smith Hall,Heaters,Fall,7,10,2,2.04
Chu Hall,Heaters,Fall,8,10,2,0.25
Kaplanis Hall,Laptops,Fall,9,10,2,2.0
Smith Hall,Phones,Fall,10,10,2,1.52
Village,Laptops,Fall,11,10,2,1.02
Moulton House,Cooking Wares,Fall,12,10,2,1.24
Smith Hall,Fridges,Fall,13,10,2,1.16
Kaplanis Hall,Phones,Fall,14,10,2,0.55
Smith Hall,Fridges,Fall,15,10,2,1.67
Smith Hall,Air Conditioners,Fall,16,10,2,1.0
Smith Hall,Fans,Fall,17,10,2,1.72
Moulton House,Kettles,Fall,18,10,2,0.18
Gillespie Hall,Heaters,Fall,19,10,2,0.64
Adams Hall,Fans,Fall,20,10,2,1.24
Adams Hall,Fans,Fall,21,10,2,1.7
Parker Hall,Heaters,Fall,22,10,2,0.39
Moulton House,Air Conditioners,Fall,23,10,2,1.68
Chu Hall,Phones,Fall,0,11,3,0.55
Smith Hall,Fridges,Fall,1,11,3,1.03
Kaplanis Hall,Air Conditioners,Fall,2,11,3,2.1
Parker Hall,Heaters,Fall,3,11,3,1.55
Chu Hall,Air Conditioners,Fall,4,11,3,2.05
Village,Kettles,Fall,5,11,3,0.42
Parker Hall,Fans,Fall,6,11,3,1.28
Gillespie Hall,Lamps,Fall,7,11,3,1.44
Kaplanis Hall,Heaters,Fall,8,11,3,0.85
Parker Hall,Air Conditioners,Fall,9,11,3,0.88
Parker Hall,Kettles,Fall,10,11,3,2.02
Parker Hall,Laptops,Fall,11,11,3,0.29
Smith Hall,Fans,Fall,12,11,3,0.62
Kaplanis Hall,Kettles,Fall,13,11,3,0.93
Gillespie Hall,Cooking Wares,Fall,14,11,3,2.14
Parker Hall,Phones,Fall,15,11,3,0.23
Parker Hall,Lamps,Fall,16,11,3,1.38
Moulton House,Kettles,Fall,17,11,3,0.74
Moulton House,Air Conditioners,Fall,18,11,3,2.98
Kaplanis Hall,Fridges,Fall,19,11,3,2.21
Village,Air Conditioners,Fall,20,11,3,2.56
Gillespie Hall,Air Conditioners,Fall,21,11,3,1.4
Adams Hall,Fridges,Fall,22,11,3,1.39
Village,Lamps,Fall,23,11,3,1.41
Kaplanis Hall,Laptops,Fall,0,11,4,1.52
Adams Hall,Cooking Wares,Fall,1,11,4,0.2
Gillespie Hall,Laptops,Fall,2,11,4,0.29
Moulton House,Heaters,Fall,3,11,4,1.36
Village,Fridges,Fall,4,11,4,2.15
Parker Hall,Air Conditioners,Fall,5,11,4,1.16
Kaplanis Hall,Phones,Fall,6,11,4,1.5
Gillespie Hall,Laptops,Fall,7,11,4,0.5
Kaplanis Hall,Laptops,Fall,8,11,4,0.66
Parker Hall,Lamps,Fall,9,11,4,0.57
Kaplanis Hall,Laptops,Fall,10,11,4,1.02
Adams Hall,Heaters,Fall,11,11,4,3.4000000000000004
Parker Hall,Air Conditioners,Fall,12,11,4,1.43
Moulton House,Kettles,Fall,13,11,4,1.59
Gillespie Hall,Cooking Wares,Fall,14,11,4,0.67
Smith Hall,Fans,Fall,15,11,4,1.87
Village,Kettles,Fall,16,11,4,0.41
Village,Phones,Fall,17,11,4,1.79
Kaplanis Hall,Kettles,Fall,18,11,4,1.3
Parker Hall,Air Conditioners,Fall,19,11,4,1.67
Moulton House,Cooking Wares,Fall,20,11,4,1.43
Moulton House,Kettles,Fall,21,11,4,2.57
Moulton House,Fridges,Fall,22,11,4,2.91
Village,Air Conditioners,Fall,23,11,4,1.25
Village,Kettles,Fall,0,11,5,0.29
Moulton House,Fans,Fall,1,11,5,1.31
Parker Hall,Cooking Wares,Fall,2,11,5,0.96
Village,Heaters,Fall,3,11,5,1.96
Gillespie Hall,Air Conditioners,Fall,4,11,5,1.69
Parker Hall,Laptops,Fall,5,11,5,0.28
Kaplanis Hall,Phones,Fall,6,11,5,2.12
Adams Hall,Kettles,Fall,7,11,5,1.96
Gillespie Hall,Fans,Fall,8,11,5,0.66
Kaplanis Hall,Air Conditioners,Fall,9,11,5,1.55
Kaplanis Hall,Air Conditioners,Fall,10,11,5,1.81
Adams Hall,Air Conditioners,Fall,11,11,5,2.11
Smith Hall,Cooking Wares,Fall,12,11,5,0.73
Chu Hall,Cooking Wares,Fall,13,11,5,1.77
Smith Hall,Kettles,Fall,14,11,5,1.9
Village,Phones,Fall,15,11,5,1.7
Chu Hall,Fans,Fall,16,11,5,0.82
Gillespie Hall,Fans,Fall,17,11,5,1.5
Kaplanis Hall,Fridges,Fall,18,11,5,2.48
Chu Hall,Laptops,Fall,19,11,5,2.58
Village,Fridges,Fall,20,11,5,3.23
Moulton House,Fridges,Fall,21,11,5,1.31
Smith Hall,Heaters,Fall,22,11,5,2.31
Chu Hall,Cooking Wares,Fall,23,11,5,0.9
Smith Hall,Cooking Wares,Fall,0,11,6,0.14
Adams Hall,Laptops,Fall,1,11,6,0.49
Village,Air Conditioners,Fall,2,11,6,2.14
Adams Hall,Cooking Wares,Fall,3,11,6,1.46
Gillespie Hall,Fridges,Fall,4,11,6,0.96
Parker Hall,Cooking Wares,Fall,5,11,6,0.64
Village,Heaters,Fall,6,11,6,1.21
Village,Laptops,Fall,7,11,6,1.14
Adams Hall,Fans,Fall,8,11,6,1.48
Gillespie Hall,Lamps,Fall,9,11,6,0.58
Chu Hall,Air Conditioners,Fall,10,11,6,0.66
Moulton House,Cooking Wares,Fall,11,11,6,0.57
Parker Hall,Fridges,Fall,12,11,6,2.16
Kaplanis Hall,Laptops,Fall,13,11,6,0.65
Parker Hall,Lamps,Fall,14,11,6,0.38
Smith Hall,Kettles,Fall,15,11,6,1.54
Village,Phones,Fall,16,11,6,1.91
Gillespie Hall,Lamps,Fall,17,11,6,0.48
Kaplanis Hall,Lamps,Fall,18,11,6,2.15
Kaplanis Hall,Fans,Fall,19,11,6,1.64
Chu Hall,Heaters,Fall,20,11,6,3.02
Kaplanis Hall,Fridges,Fall,21,11,6,1.86
Village,Laptops,Fall,22,11,6,3.1
Moulton House,Lamps,Fall,23,11,6,0.68
Moulton House,Air Conditioners,Fall,0,11,0,1.13
Smith Hall,Fridges,Fall,1,11,0,1.78
Gillespie Hall,Cooking Wares,Fall,2,11,0,0.7
Parker Hall,Heaters,Fall,3,11,0,1.9
Village,Laptops,Fall,4,11,0,1.98
Moulton House,Cooking Wares,Fall,5,11,0,1.84
Adams Hall,Lamps,Fall,6,11,0,1.04
Chu Hall,Air Conditioners,Fall,7,11,0,1.27
Kaplanis Hall,Phones,Fall,8,11,0,0.96
Parker Hall,Phones,Fall,9,11,0,1.67
Smith Hall,Heaters,Fall,10,11,0,1.08
Kaplanis Hall,Air Conditioners,Fall,11,11,0,0.51
Moulton House,Air Conditioners,Fall,12,11,0,1.03
Chu Hall,Phones,Fall,13,11,0,1.55
Parker Hall,Fans,Fall,14,11,0,1.22
Parker Hall,Lamps,Fall,15,11,0,0.26
Moulton House,Kettles,Fall,16,11,0,0.92
Moulton House,Laptops,Fall,17,11,0,1.58
Moulton House,Air Conditioners,Fall,18,11,0,1.77
Gillespie Hall,Kettles,Fall,19,11,0,3.22
Adams Hall,Kettles,Fall,20,11,0,0.41
Adams Hall,Heaters,Fall,21,11,0,2.69
Moulton House,Air Conditioners,Fall,22,11,0,1.34
Moulton House,Lamps,Fall,23,11,0,0.21
